evaluation_id,run_id,arm_id,episode_index,step_index,source_state,action_id,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,1,7,"beat3:pitches(60, 63, 68)",124,"(2, 2, 2)",2.35,"beat0:pitches(62, 65, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,0,"beat0:pitches(60, 63, 67)",69,"(0, 1, 2)",1.4027777777777777,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,1,"beat1:pitches(60, 64, 69)",62,"(0, 0, 0)",1.5777777777777777,"beat2:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,2,"beat2:pitches(60, 64, 69)",61,"(0, 0, -1)",1.5305555555555554,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,3,"beat3:pitches(60, 64, 68)",62,"(0, 0, 0)",1.6888888888888889,"beat0:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,4,"beat0:pitches(60, 64, 68)",62,"(0, 0, 0)",1.5888888888888888,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,5,"beat1:pitches(60, 64, 68)",68,"(0, 1, 1)",1.472222222222222,"beat2:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,6,"beat2:pitches(60, 65, 69)",62,"(0, 0, 0)",1.5888888888888888,"beat3:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,2,7,"beat3:pitches(60, 65, 69)",55,"(0, -1, -2)",2.525,"beat0:pitches(60, 64, 67)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,0,"beat0:pitches(62, 66, 69)",64,"(0, 0, 2)",1.4833333333333332,"beat1:pitches(62, 66, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,1,"beat1:pitches(62, 66, 71)",3,"(-2, -2, 1)",1.3527777777777779,"beat2:pitches(60, 64, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,2,"beat2:pitches(60, 64, 72)",120,"(2, 2, -2)",1.3611111111111114,"beat3:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,3,"beat3:pitches(62, 66, 70)",0,"(-2, -2, -2)",1.338888888888889,"beat0:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,4,"beat0:pitches(60, 64, 68)",62,"(0, 0, 0)",1.5888888888888888,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,5,"beat1:pitches(60, 64, 68)",61,"(0, 0, -1)",1.5416666666666665,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,6,"beat2:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,3,7,"beat3:pitches(60, 64, 67)",62,"(0, 0, 0)",2.7,"beat0:pitches(60, 64, 67)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,0,"beat0:pitches(62, 66, 69)",2,"(-2, -2, 0)",1.3444444444444443,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,1,"beat1:pitches(60, 64, 69)",124,"(2, 2, 2)",1.25,"beat2:pitches(62, 66, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,2,"beat2:pitches(62, 66, 71)",18,"(-2, 1, 1)",1.4222222222222223,"beat3:pitches(60, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,3,"beat3:pitches(60, 67, 72)",62,"(0, 0, 0)",1.6555555555555557,"beat0:pitches(60, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,4,"beat0:pitches(60, 67, 72)",110,"(2, 0, -2)",1.4666666666666666,"beat1:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,5,"beat1:pitches(62, 67, 70)",0,"(-2, -2, -2)",1.25,"beat2:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,6,"beat2:pitches(60, 65, 68)",118,"(2, 1, 1)",1.3888888888888888,"beat3:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,4,7,"beat3:pitches(62, 66, 69)",58,"(0, -1, 1)",2.6833333333333336,"beat0:pitches(62, 65, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,0,"beat0:pitches(60, 64, 67)",58,"(0, -1, 1)",1.5611111111111111,"beat1:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,1,"beat1:pitches(60, 63, 68)",67,"(0, 1, 0)",1.5305555555555554,"beat2:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,2,"beat2:pitches(60, 64, 68)",68,"(0, 1, 1)",1.472222222222222,"beat3:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,3,"beat3:pitches(60, 65, 69)",62,"(0, 0, 0)",1.6888888888888889,"beat0:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,4,"beat0:pitches(60, 65, 69)",56,"(0, -1, -1)",1.472222222222222,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,5,"beat1:pitches(60, 64, 68)",118,"(2, 1, 1)",1.3777777777777778,"beat2:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,6,"beat2:pitches(62, 65, 69)",67,"(0, 1, 0)",1.5638888888888889,"beat3:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,5,7,"beat3:pitches(62, 66, 69)",7,"(-2, -1, 0)",2.513888888888889,"beat0:pitches(60, 65, 69)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,0,"beat0:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat1:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,1,"beat1:pitches(60, 64, 67)",68,"(0, 1, 1)",1.4833333333333332,"beat2:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,2,"beat2:pitches(60, 65, 68)",52,"(0, -2, 0)",1.461111111111111,"beat3:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,3,"beat3:pitches(60, 63, 68)",61,"(0, 0, -1)",1.6305555555555555,"beat0:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,4,"beat0:pitches(60, 63, 67)",73,"(0, 2, 1)",1.4249999999999998,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,5,"beat1:pitches(60, 65, 68)",56,"(0, -1, -1)",1.4833333333333332,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,6,"beat2:pitches(60, 64, 67)",69,"(0, 1, 2)",1.4138888888888888,"beat3:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,6,7,"beat3:pitches(60, 65, 69)",55,"(0, -1, -2)",2.525,"beat0:pitches(60, 64, 67)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,0,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,1,"beat1:pitches(60, 63, 67)",62,"(0, 0, 0)",1.5888888888888888,"beat2:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,2,"beat2:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,3,"beat3:pitches(60, 64, 67)",57,"(0, -1, 0)",1.6305555555555555,"beat0:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,4,"beat0:pitches(60, 63, 67)",62,"(0, 0, 0)",1.5888888888888888,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,5,"beat1:pitches(60, 63, 67)",62,"(0, 0, 0)",1.5888888888888888,"beat2:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,6,"beat2:pitches(60, 63, 67)",63,"(0, 0, 1)",1.5194444444444444,"beat3:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,7,7,"beat3:pitches(60, 63, 68)",66,"(0, 1, -1)",2.6833333333333336,"beat0:pitches(60, 64, 67)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,0,"beat0:pitches(60, 65, 68)",56,"(0, -1, -1)",1.4833333333333332,"beat1:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,1,"beat1:pitches(60, 64, 67)",64,"(0, 0, 2)",1.461111111111111,"beat2:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,2,"beat2:pitches(60, 64, 69)",67,"(0, 1, 0)",1.5305555555555554,"beat3:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,3,"beat3:pitches(60, 65, 69)",51,"(0, -2, -1)",1.5027777777777778,"beat0:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,4,"beat0:pitches(60, 63, 68)",68,"(0, 1, 1)",1.461111111111111,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,5,"beat1:pitches(60, 64, 69)",60,"(0, 0, -2)",1.4833333333333332,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,6,"beat2:pitches(60, 64, 67)",69,"(0, 1, 2)",1.4138888888888888,"beat3:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,8,7,"beat3:pitches(60, 65, 69)",124,"(2, 2, 2)",2.338888888888889,"beat0:pitches(62, 67, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,0,"beat0:pitches(60, 64, 67)",64,"(0, 0, 2)",1.461111111111111,"beat1:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,1,"beat1:pitches(60, 64, 69)",118,"(2, 1, 1)",1.3666666666666665,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,2,"beat2:pitches(62, 65, 70)",6,"(-2, -1, -1)",1.3444444444444443,"beat3:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,3,"beat3:pitches(60, 64, 69)",60,"(0, 0, -2)",1.5833333333333333,"beat0:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,4,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,5,"beat1:pitches(60, 63, 67)",73,"(0, 2, 1)",1.4249999999999998,"beat2:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,6,"beat2:pitches(60, 65, 68)",113,"(2, 0, 1)",1.4361111111111111,"beat3:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,9,7,"beat3:pitches(62, 65, 69)",68,"(0, 1, 1)",2.5944444444444446,"beat0:pitches(62, 66, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,0,"beat0:pitches(62, 66, 69)",7,"(-2, -1, 0)",1.4138888888888888,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,1,"beat1:pitches(60, 65, 69)",112,"(2, 0, 0)",1.4944444444444445,"beat2:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,2,"beat2:pitches(62, 65, 69)",74,"(0, 2, 2)",1.3555555555555554,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,3,"beat3:pitches(62, 67, 71)",61,"(0, 0, -1)",1.6416666666666666,"beat0:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,4,"beat0:pitches(62, 67, 70)",58,"(0, -1, 1)",1.5833333333333333,"beat1:pitches(62, 66, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,5,"beat1:pitches(62, 66, 71)",18,"(-2, 1, 1)",1.4222222222222223,"beat2:pitches(60, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,6,"beat2:pitches(60, 67, 72)",72,"(0, 2, 0)",1.4166666666666665,"beat3:pitches(60, 69, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,10,7,"beat3:pitches(60, 69, 72)",100,"(2, -2, -2)",2.45,"beat0:pitches(62, 67, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,0,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,1,"beat1:pitches(60, 63, 67)",63,"(0, 0, 1)",1.5194444444444444,"beat2:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,2,"beat2:pitches(60, 63, 68)",67,"(0, 1, 0)",1.5305555555555554,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,3,"beat3:pitches(60, 64, 68)",63,"(0, 0, 1)",1.6194444444444445,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,4,"beat0:pitches(60, 64, 69)",66,"(0, 1, -1)",1.5833333333333333,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,5,"beat1:pitches(60, 65, 68)",113,"(2, 0, 1)",1.4361111111111111,"beat2:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,6,"beat2:pitches(62, 65, 69)",6,"(-2, -1, -1)",1.3555555555555554,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,11,7,"beat3:pitches(60, 64, 68)",124,"(2, 2, 2)",2.3611111111111116,"beat0:pitches(62, 66, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,0,"beat0:pitches(60, 64, 67)",68,"(0, 1, 1)",1.4833333333333332,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,1,"beat1:pitches(60, 65, 68)",57,"(0, -1, 0)",1.5305555555555554,"beat2:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,2,"beat2:pitches(60, 64, 68)",61,"(0, 0, -1)",1.5416666666666665,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,3,"beat3:pitches(60, 64, 67)",63,"(0, 0, 1)",1.6305555555555555,"beat0:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,4,"beat0:pitches(60, 64, 68)",56,"(0, -1, -1)",1.472222222222222,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,5,"beat1:pitches(60, 63, 67)",62,"(0, 0, 0)",1.5888888888888888,"beat2:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,6,"beat2:pitches(60, 63, 67)",62,"(0, 0, 0)",1.5888888888888888,"beat3:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,12,7,"beat3:pitches(60, 63, 67)",62,"(0, 0, 0)",2.688888888888889,"beat0:pitches(60, 63, 67)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,0,"beat0:pitches(60, 63, 67)",74,"(0, 2, 2)",1.3555555555555554,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,1,"beat1:pitches(60, 65, 69)",50,"(0, -2, -2)",1.3555555555555554,"beat2:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,2,"beat2:pitches(60, 63, 67)",73,"(0, 2, 1)",1.4249999999999998,"beat3:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,3,"beat3:pitches(60, 65, 68)",114,"(2, 0, 2)",1.4666666666666666,"beat0:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,4,"beat0:pitches(62, 65, 70)",123,"(2, 2, 1)",1.3194444444444444,"beat1:pitches(64, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,5,"beat1:pitches(64, 67, 71)",68,"(0, 1, 1)",1.472222222222222,"beat2:pitches(64, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,6,"beat2:pitches(64, 68, 72)",6,"(-2, -1, -1)",1.3555555555555554,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep3,direct_masked_random,13,7,"beat3:pitches(62, 67, 71)",55,"(0, -1, -2)",2.5472222222222225,"beat0:pitches(62, 66, 69)",True,False,,
