evaluation_id,run_id,candidate_id,instance_id,arm_id,schema_seed,seed_bundle_id,training_replicate_index,episode_index,total_reward,concrete_step_count,controller_event_count,lift_attempt_count,lift_success_count,learner_update_count,terminated,truncated,final_state
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_144-schema2-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_144-schema2,counterpoint_symbolic_n3_small_v001,p001_over_144,2,seed-7fe8666539580bdb,0,3,13.105555555555554,8,12,8,8,10,True,False,"beat0:pitches(62, 66, 71)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0,counterpoint_symbolic_n3_small_v001,p001_over_036,0,seed-7fe8666539580bdb,0,0,13.069444444444445,8,12,8,8,10,True,False,"beat0:pitches(64, 67, 71)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0,counterpoint_symbolic_n3_small_v001,p001_over_036,0,seed-7fe8666539580bdb,0,1,12.733333333333333,8,13,9,8,10,True,False,"beat0:pitches(62, 67, 70)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0,counterpoint_symbolic_n3_small_v001,p001_over_036,0,seed-7fe8666539580bdb,0,2,12.613888888888889,8,12,8,8,10,True,False,"beat0:pitches(64, 67, 72)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema0,counterpoint_symbolic_n3_small_v001,p001_over_036,0,seed-7fe8666539580bdb,0,3,12.591666666666665,8,12,8,8,10,True,False,"beat0:pitches(60, 63, 67)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,0,12.913888888888888,8,18,13,8,11,True,False,"beat0:pitches(65, 69, 72)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,1,12.641666666666667,8,13,9,8,10,True,False,"beat0:pitches(64, 67, 71)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,2,12.838888888888889,8,14,10,8,10,True,False,"beat0:pitches(60, 65, 69)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema1,counterpoint_symbolic_n3_small_v001,p001_over_036,1,seed-7fe8666539580bdb,0,3,12.255555555555555,8,12,8,8,10,True,False,"beat0:pitches(62, 67, 70)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2,counterpoint_symbolic_n3_small_v001,p001_over_036,2,seed-7fe8666539580bdb,0,0,12.525,8,12,8,8,10,True,False,"beat0:pitches(60, 64, 68)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2,counterpoint_symbolic_n3_small_v001,p001_over_036,2,seed-7fe8666539580bdb,0,1,13.180555555555554,8,12,8,8,10,True,False,"beat0:pitches(64, 67, 71)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2,counterpoint_symbolic_n3_small_v001,p001_over_036,2,seed-7fe8666539580bdb,0,2,12.422222222222222,8,17,12,8,11,True,False,"beat0:pitches(62, 66, 70)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_036-schema2,counterpoint_symbolic_n3_small_v001,p001_over_036,2,seed-7fe8666539580bdb,0,3,13.180555555555554,8,14,10,8,10,True,False,"beat0:pitches(60, 63, 67)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,0,9.97222222222222,7,64,48,7,22,False,False,"beat3:pitches(64, 69, 72)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,10.566666666666666,7,64,48,7,22,False,False,"beat3:pitches(62, 67, 70)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,12.716666666666665,8,14,10,8,10,True,False,"beat0:pitches(64, 67, 71)"
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_small_v001-p001_over_018-schema0,counterpoint_symbolic_n3_small_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,13.008333333333333,8,41,31,8,17,True,False,"beat0:pitches(62, 67, 71)"
