evaluation_id,run_id,instance_id,arm_id,numerator,denominator,requested_rate,selector_rule_id,schema_seed,seed_bundle_id,replicate_index,episode_index,controller_event_index,active_tier,abstract_action,realized_action,candidate_count,success,failure_reason,fiber_departure_reason
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,14,1,"ActionCellId(tier=1, ordinal=5420874)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,15,1,"ActionCellId(tier=1, ordinal=5419312)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,16,1,"ActionCellId(tier=1, ordinal=5419346)",,2,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,18,1,"ActionCellId(tier=1, ordinal=5412674)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,19,1,"ActionCellId(tier=1, ordinal=5415045)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,20,1,"ActionCellId(tier=1, ordinal=5413533)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,22,1,"ActionCellId(tier=1, ordinal=5418329)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,23,1,"ActionCellId(tier=1, ordinal=5416585)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,24,1,"ActionCellId(tier=1, ordinal=5419288)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,26,1,"ActionCellId(tier=1, ordinal=5420656)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,27,1,"ActionCellId(tier=1, ordinal=5413594)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,28,1,"ActionCellId(tier=1, ordinal=5413763)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,30,1,"ActionCellId(tier=1, ordinal=5412872)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,31,1,"ActionCellId(tier=1, ordinal=5414003)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,32,1,"ActionCellId(tier=1, ordinal=5416336)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,34,1,"ActionCellId(tier=1, ordinal=5415774)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,35,1,"ActionCellId(tier=1, ordinal=5414730)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,36,1,"ActionCellId(tier=1, ordinal=5414278)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,38,1,"ActionCellId(tier=1, ordinal=5415408)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,39,1,"ActionCellId(tier=1, ordinal=5420919)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,40,1,"ActionCellId(tier=1, ordinal=5420793)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,42,1,"ActionCellId(tier=1, ordinal=5419588)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,43,1,"ActionCellId(tier=1, ordinal=5415146)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,44,1,"ActionCellId(tier=1, ordinal=5417261)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,46,1,"ActionCellId(tier=1, ordinal=5414604)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,47,1,"ActionCellId(tier=1, ordinal=5412605)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,48,1,"ActionCellId(tier=1, ordinal=5414968)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,50,1,"ActionCellId(tier=1, ordinal=5419423)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,51,1,"ActionCellId(tier=1, ordinal=5416948)",,2,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,52,1,"ActionCellId(tier=1, ordinal=5417182)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,54,1,"ActionCellId(tier=1, ordinal=5418890)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,55,1,"ActionCellId(tier=1, ordinal=5414772)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,56,1,"ActionCellId(tier=1, ordinal=5417383)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,58,1,"ActionCellId(tier=1, ordinal=5415259)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,59,1,"ActionCellId(tier=1, ordinal=5420864)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,60,1,"ActionCellId(tier=1, ordinal=5413351)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,62,1,"ActionCellId(tier=1, ordinal=5417952)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
counterpoint_noisy_rate_contraction_diagnostics_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-rep0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,1,18,0.05555555555555555,counterpoint_sha256_edge_threshold_v001,0,seed-7fe8666539580bdb,0,0,63,1,"ActionCellId(tier=1, ordinal=5419988)",,1,False,no_lift_candidate_from_current_state,no_lift_candidate_from_current_state
