evaluation_id,run_id,arm_id,episode_index,step_index,source_state,action_id,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,5,6,"beat2:pitches(60, 63, 68)",123,"(2, 2, 1)",1.3194444444444444,"beat3:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,5,7,"beat3:pitches(62, 65, 69)",6,"(-2, -1, -1)",2.4555555555555557,"beat0:pitches(60, 64, 68)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,0,"beat0:pitches(62, 66, 69)",7,"(-2, -1, 0)",1.4138888888888888,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,1,"beat1:pitches(60, 65, 69)",117,"(2, 1, 0)",1.4472222222222222,"beat2:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,2,"beat2:pitches(62, 66, 69)",58,"(0, -1, 1)",1.5833333333333333,"beat3:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,3,"beat3:pitches(62, 65, 70)",66,"(0, 1, -1)",1.7055555555555557,"beat0:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,4,"beat0:pitches(62, 66, 69)",63,"(0, 0, 1)",1.5527777777777778,"beat1:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,5,"beat1:pitches(62, 66, 70)",0,"(-2, -2, -2)",1.238888888888889,"beat2:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,6,"beat2:pitches(60, 64, 68)",124,"(2, 2, 2)",1.2611111111111113,"beat3:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,6,7,"beat3:pitches(62, 66, 70)",57,"(0, -1, 0)",2.6416666666666666,"beat0:pitches(62, 65, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,0,"beat0:pitches(60, 63, 67)",68,"(0, 1, 1)",1.472222222222222,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,1,"beat1:pitches(60, 64, 68)",123,"(2, 2, 1)",1.3305555555555555,"beat2:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,2,"beat2:pitches(62, 66, 69)",1,"(-2, -2, -1)",1.297222222222222,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,3,"beat3:pitches(60, 64, 68)",118,"(2, 1, 1)",1.4777777777777779,"beat0:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,4,"beat0:pitches(62, 65, 69)",67,"(0, 1, 0)",1.5638888888888889,"beat1:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,5,"beat1:pitches(62, 66, 69)",62,"(0, 0, 0)",1.6222222222222222,"beat2:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,6,"beat2:pitches(62, 66, 69)",1,"(-2, -2, -1)",1.297222222222222,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,7,7,"beat3:pitches(60, 64, 68)",57,"(0, -1, 0)",2.6194444444444445,"beat0:pitches(60, 63, 68)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,0,"beat0:pitches(60, 65, 68)",51,"(0, -2, -1)",1.4138888888888888,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,1,"beat1:pitches(60, 63, 67)",63,"(0, 0, 1)",1.5194444444444444,"beat2:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,2,"beat2:pitches(60, 63, 68)",61,"(0, 0, -1)",1.5305555555555554,"beat3:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,3,"beat3:pitches(60, 63, 67)",73,"(0, 2, 1)",1.525,"beat0:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,4,"beat0:pitches(60, 65, 68)",113,"(2, 0, 1)",1.4361111111111111,"beat1:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,5,"beat1:pitches(62, 65, 69)",6,"(-2, -1, -1)",1.3555555555555554,"beat2:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,6,"beat2:pitches(60, 64, 68)",67,"(0, 1, 0)",1.5416666666666665,"beat3:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,8,7,"beat3:pitches(60, 65, 68)",119,"(2, 1, 2)",2.4194444444444443,"beat0:pitches(62, 66, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,0,"beat0:pitches(62, 66, 69)",7,"(-2, -1, 0)",1.4138888888888888,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,1,"beat1:pitches(60, 65, 69)",57,"(0, -1, 0)",1.5194444444444444,"beat2:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,2,"beat2:pitches(60, 64, 69)",124,"(2, 2, 2)",1.25,"beat3:pitches(62, 66, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,3,"beat3:pitches(62, 66, 71)",56,"(0, -1, -1)",1.5833333333333333,"beat0:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,4,"beat0:pitches(62, 65, 70)",10,"(-2, 0, -2)",1.3666666666666665,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,5,"beat1:pitches(60, 65, 68)",63,"(0, 0, 1)",1.5305555555555554,"beat2:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,6,"beat2:pitches(60, 65, 69)",123,"(2, 2, 1)",1.3083333333333331,"beat3:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,9,7,"beat3:pitches(62, 67, 70)",19,"(-2, 1, 2)",2.452777777777778,"beat0:pitches(60, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,0,"beat0:pitches(60, 63, 67)",73,"(0, 2, 1)",1.4249999999999998,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,1,"beat1:pitches(60, 65, 68)",118,"(2, 1, 1)",1.3888888888888888,"beat2:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,2,"beat2:pitches(62, 66, 69)",69,"(0, 1, 2)",1.4138888888888888,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,3,"beat3:pitches(62, 67, 71)",51,"(0, -2, -1)",1.525,"beat0:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,4,"beat0:pitches(62, 65, 70)",14,"(-2, 0, 2)",1.4222222222222223,"beat1:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,5,"beat1:pitches(60, 65, 72)",110,"(2, 0, -2)",1.4666666666666666,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,6,"beat2:pitches(62, 65, 70)",6,"(-2, -1, -1)",1.3444444444444443,"beat3:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,10,7,"beat3:pitches(60, 64, 69)",124,"(2, 2, 2)",2.35,"beat0:pitches(62, 66, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,0,"beat0:pitches(62, 66, 69)",57,"(0, -1, 0)",1.5527777777777778,"beat1:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,1,"beat1:pitches(62, 65, 69)",67,"(0, 1, 0)",1.5638888888888889,"beat2:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,2,"beat2:pitches(62, 66, 69)",69,"(0, 1, 2)",1.4138888888888888,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,3,"beat3:pitches(62, 67, 71)",23,"(-2, 2, 1)",1.4416666666666667,"beat0:pitches(60, 69, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,4,"beat0:pitches(60, 69, 72)",62,"(0, 0, 0)",1.5333333333333332,"beat1:pitches(60, 69, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,5,"beat1:pitches(60, 69, 72)",57,"(0, -1, 0)",1.4861111111111112,"beat2:pitches(60, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,6,"beat2:pitches(60, 68, 72)",106,"(2, -1, -1)",1.4555555555555555,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,11,7,"beat3:pitches(62, 67, 71)",117,"(2, 1, 0)",2.525,"beat0:pitches(64, 68, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,0,"beat0:pitches(60, 64, 67)",63,"(0, 0, 1)",1.5305555555555554,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,1,"beat1:pitches(60, 64, 68)",57,"(0, -1, 0)",1.5194444444444444,"beat2:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,2,"beat2:pitches(60, 63, 68)",67,"(0, 1, 0)",1.5305555555555554,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,3,"beat3:pitches(60, 64, 68)",56,"(0, -1, -1)",1.5722222222222222,"beat0:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,4,"beat0:pitches(60, 63, 67)",68,"(0, 1, 1)",1.472222222222222,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,5,"beat1:pitches(60, 64, 68)",67,"(0, 1, 0)",1.5416666666666665,"beat2:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,6,"beat2:pitches(60, 65, 68)",119,"(2, 1, 2)",1.3194444444444444,"beat3:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,12,7,"beat3:pitches(62, 66, 70)",118,"(2, 1, 1)",2.477777777777778,"beat0:pitches(64, 67, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,0,"beat0:pitches(60, 65, 68)",113,"(2, 0, 1)",1.4361111111111111,"beat1:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,1,"beat1:pitches(62, 65, 69)",67,"(0, 1, 0)",1.5638888888888889,"beat2:pitches(62, 66, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,2,"beat2:pitches(62, 66, 69)",6,"(-2, -1, -1)",1.3666666666666665,"beat3:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,3,"beat3:pitches(60, 65, 68)",58,"(0, -1, 1)",1.6611111111111112,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,4,"beat0:pitches(60, 64, 69)",60,"(0, 0, -2)",1.4833333333333332,"beat1:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,5,"beat1:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat2:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,6,"beat2:pitches(60, 63, 67)",68,"(0, 1, 1)",1.472222222222222,"beat3:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_masked_random-rep1,direct_masked_random,13,7,"beat3:pitches(60, 64, 68)",68,"(0, 1, 1)",2.572222222222222,"beat0:pitches(60, 65, 69)",True,False,,
