evaluation_id,run_id,arm_id,episode_index,step_index,source_state,action_id,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,0,"beat0:pitches(60, 63, 67)",74,"(0, 2, 2)",1.3555555555555554,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,1,"beat1:pitches(60, 65, 69)",113,"(2, 0, 1)",1.4249999999999998,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,2,"beat2:pitches(62, 65, 70)",4,"(-2, -2, 2)",1.2833333333333334,"beat3:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,3,"beat3:pitches(60, 63, 72)",72,"(0, 2, 0)",1.538888888888889,"beat0:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,4,"beat0:pitches(60, 65, 72)",120,"(2, 2, -2)",1.35,"beat1:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,5,"beat1:pitches(62, 67, 70)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,6,"beat2:pitches(64, 67, 72)",92,"(1, 1, 0)",1.4833333333333332,"beat3:pitches(65, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,2,7,"beat3:pitches(65, 68, 72)",37,"(-1, 0, 0)",2.6305555555555555,"beat0:pitches(64, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,0,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,1,"beat1:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,2,"beat2:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat3:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,3,"beat3:pitches(60, 63, 67)",63,"(0, 0, 1)",1.6194444444444445,"beat0:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,4,"beat0:pitches(60, 63, 68)",123,"(2, 2, 1)",1.3194444444444444,"beat1:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,5,"beat1:pitches(62, 65, 69)",63,"(0, 0, 1)",1.5416666666666665,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,6,"beat2:pitches(62, 65, 70)",124,"(2, 2, 2)",1.25,"beat3:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,3,7,"beat3:pitches(64, 67, 72)",92,"(1, 1, 0)",2.583333333333333,"beat0:pitches(65, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,0,"beat0:pitches(60, 65, 68)",51,"(0, -2, -1)",1.4138888888888888,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,1,"beat1:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,2,"beat2:pitches(60, 64, 67)",64,"(0, 0, 2)",1.461111111111111,"beat3:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,3,"beat3:pitches(60, 64, 69)",117,"(2, 1, 0)",1.5361111111111112,"beat0:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,4,"beat0:pitches(62, 65, 69)",62,"(0, 0, 0)",1.6111111111111112,"beat1:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,5,"beat1:pitches(62, 65, 69)",11,"(-2, 0, -1)",1.4249999999999998,"beat2:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,6,"beat2:pitches(60, 65, 68)",119,"(2, 1, 2)",1.3194444444444444,"beat3:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,4,7,"beat3:pitches(62, 66, 70)",124,"(2, 2, 2)",2.338888888888889,"beat0:pitches(64, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,0,"beat0:pitches(60, 63, 67)",68,"(0, 1, 1)",1.472222222222222,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,1,"beat1:pitches(60, 64, 68)",124,"(2, 2, 2)",1.2611111111111113,"beat2:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,2,"beat2:pitches(62, 66, 70)",124,"(2, 2, 2)",1.238888888888889,"beat3:pitches(64, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,3,"beat3:pitches(64, 68, 72)",92,"(1, 1, 0)",1.5722222222222222,"beat0:pitches(65, 69, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,4,"beat0:pitches(65, 69, 72)",57,"(0, -1, 0)",1.5416666666666665,"beat1:pitches(65, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,5,"beat1:pitches(65, 68, 72)",62,"(0, 0, 0)",1.5999999999999999,"beat2:pitches(65, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,6,"beat2:pitches(65, 68, 72)",32,"(-1, -1, 0)",1.4833333333333332,"beat3:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,5,7,"beat3:pitches(64, 67, 72)",92,"(1, 1, 0)",2.583333333333333,"beat0:pitches(65, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,0,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,1,"beat1:pitches(60, 63, 67)",69,"(0, 1, 2)",1.4027777777777777,"beat2:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,2,"beat2:pitches(60, 64, 69)",118,"(2, 1, 1)",1.3666666666666665,"beat3:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,3,"beat3:pitches(62, 65, 70)",4,"(-2, -2, 2)",1.3833333333333335,"beat0:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,4,"beat0:pitches(60, 63, 72)",72,"(0, 2, 0)",1.4388888888888889,"beat1:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,5,"beat1:pitches(60, 65, 72)",120,"(2, 2, -2)",1.35,"beat2:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,6,"beat2:pitches(62, 67, 70)",4,"(-2, -2, 2)",1.3055555555555558,"beat3:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,6,7,"beat3:pitches(60, 65, 72)",121,"(2, 2, -1)",2.4972222222222222,"beat0:pitches(62, 67, 71)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,0,"beat0:pitches(60, 64, 67)",69,"(0, 1, 2)",1.4138888888888888,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,1,"beat1:pitches(60, 65, 69)",113,"(2, 0, 1)",1.4249999999999998,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,2,"beat2:pitches(62, 65, 70)",4,"(-2, -2, 2)",1.2833333333333334,"beat3:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,3,"beat3:pitches(60, 63, 72)",72,"(0, 2, 0)",1.538888888888889,"beat0:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,4,"beat0:pitches(60, 65, 72)",120,"(2, 2, -2)",1.35,"beat1:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,5,"beat1:pitches(62, 67, 70)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,6,"beat2:pitches(64, 67, 72)",92,"(1, 1, 0)",1.4833333333333332,"beat3:pitches(65, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,7,7,"beat3:pitches(65, 68, 72)",37,"(-1, 0, 0)",2.6305555555555555,"beat0:pitches(64, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,0,"beat0:pitches(60, 63, 67)",73,"(0, 2, 1)",1.4249999999999998,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,1,"beat1:pitches(60, 65, 68)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,2,"beat2:pitches(62, 65, 70)",4,"(-2, -2, 2)",1.2833333333333334,"beat3:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,3,"beat3:pitches(60, 63, 72)",72,"(0, 2, 0)",1.538888888888889,"beat0:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,4,"beat0:pitches(60, 65, 72)",120,"(2, 2, -2)",1.35,"beat1:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,5,"beat1:pitches(62, 67, 70)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(64, 67, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,6,"beat2:pitches(64, 67, 72)",92,"(1, 1, 0)",1.4833333333333332,"beat3:pitches(65, 68, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,8,7,"beat3:pitches(65, 68, 72)",37,"(-1, 0, 0)",2.6305555555555555,"beat0:pitches(64, 68, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,0,"beat0:pitches(62, 66, 69)",6,"(-2, -1, -1)",1.3666666666666665,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,1,"beat1:pitches(60, 65, 68)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,2,"beat2:pitches(62, 65, 70)",73,"(0, 2, 1)",1.4138888888888888,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,3,"beat3:pitches(62, 67, 71)",61,"(0, 0, -1)",1.6416666666666666,"beat0:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,4,"beat0:pitches(62, 67, 70)",1,"(-2, -2, -1)",1.297222222222222,"beat1:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,5,"beat1:pitches(60, 65, 69)",113,"(2, 0, 1)",1.4249999999999998,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,6,"beat2:pitches(62, 65, 70)",4,"(-2, -2, 2)",1.2833333333333334,"beat3:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,9,7,"beat3:pitches(60, 63, 72)",72,"(0, 2, 0)",2.5388888888888888,"beat0:pitches(60, 65, 72)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,0,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,1,"beat1:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,2,"beat2:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,3,"beat3:pitches(60, 64, 67)",64,"(0, 0, 2)",1.5611111111111111,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,4,"beat0:pitches(60, 64, 69)",61,"(0, 0, -1)",1.5305555555555554,"beat1:pitches(60, 64, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,5,"beat1:pitches(60, 64, 68)",124,"(2, 2, 2)",1.2611111111111113,"beat2:pitches(62, 66, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,6,"beat2:pitches(62, 66, 70)",1,"(-2, -2, -1)",1.286111111111111,"beat3:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,10,7,"beat3:pitches(60, 64, 69)",117,"(2, 1, 0)",2.5361111111111114,"beat0:pitches(62, 65, 69)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,0,"beat0:pitches(60, 64, 67)",57,"(0, -1, 0)",1.5305555555555554,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,1,"beat1:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,2,"beat2:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,3,"beat3:pitches(60, 64, 67)",64,"(0, 0, 2)",1.5611111111111111,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,4,"beat0:pitches(60, 64, 69)",66,"(0, 1, -1)",1.5833333333333333,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,5,"beat1:pitches(60, 65, 68)",113,"(2, 0, 1)",1.4361111111111111,"beat2:pitches(62, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,6,"beat2:pitches(62, 65, 69)",1,"(-2, -2, -1)",1.286111111111111,"beat3:pitches(60, 63, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,11,7,"beat3:pitches(60, 63, 68)",67,"(0, 1, 0)",2.6305555555555555,"beat0:pitches(60, 64, 68)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,0,"beat0:pitches(60, 63, 67)",73,"(0, 2, 1)",1.4249999999999998,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,1,"beat1:pitches(60, 65, 68)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(62, 65, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,2,"beat2:pitches(62, 65, 70)",4,"(-2, -2, 2)",1.2833333333333334,"beat3:pitches(60, 63, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,3,"beat3:pitches(60, 63, 72)",72,"(0, 2, 0)",1.538888888888889,"beat0:pitches(60, 65, 72)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,4,"beat0:pitches(60, 65, 72)",120,"(2, 2, -2)",1.35,"beat1:pitches(62, 67, 70)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,5,"beat1:pitches(62, 67, 70)",1,"(-2, -2, -1)",1.297222222222222,"beat2:pitches(60, 65, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,6,"beat2:pitches(60, 65, 69)",124,"(2, 2, 2)",1.238888888888889,"beat3:pitches(62, 67, 71)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,12,7,"beat3:pitches(62, 67, 71)",61,"(0, 0, -1)",2.6416666666666666,"beat0:pitches(62, 67, 70)",True,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,13,0,"beat0:pitches(60, 65, 68)",51,"(0, -2, -1)",1.4138888888888888,"beat1:pitches(60, 63, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,13,1,"beat1:pitches(60, 63, 67)",67,"(0, 1, 0)",1.5416666666666665,"beat2:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,13,2,"beat2:pitches(60, 64, 67)",62,"(0, 0, 0)",1.5999999999999999,"beat3:pitches(60, 64, 67)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,13,3,"beat3:pitches(60, 64, 67)",64,"(0, 0, 2)",1.5611111111111111,"beat0:pitches(60, 64, 69)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,13,4,"beat0:pitches(60, 64, 69)",66,"(0, 1, -1)",1.5833333333333333,"beat1:pitches(60, 65, 68)",False,False,,
counterpoint_first_serious_learning_v001,counterpoint_symbolic_n3_small_v001-direct_tabular_q-rep2,direct_tabular_q,13,5,"beat1:pitches(60, 65, 68)",114,"(2, 0, 2)",1.3666666666666665,"beat2:pitches(62, 65, 70)",False,False,,
