evaluation_id,run_id,candidate_id,instance_id,arm_id,schema_seed,seed_bundle_id,training_replicate_index,episode_index,step_index,controller_event_index,source_state,action_repr,reward,target_state,terminated,truncated,active_tier_before,active_tier_after
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,2,3,"beat2:pitches(57, 60, 69)","(0, 2, 0)",1.562121212121212,"beat3:pitches(57, 62, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,3,4,"beat3:pitches(57, 62, 69)","(2, 2, -1)",1.5946969696969697,"beat0:pitches(59, 64, 68)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,4,6,"beat0:pitches(59, 64, 68)","(0, 0, 0)",1.6863636363636363,"beat1:pitches(59, 64, 68)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,5,8,"beat1:pitches(59, 64, 68)","(0, 0, 0)",1.6863636363636363,"beat2:pitches(59, 64, 68)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,6,9,"beat2:pitches(59, 64, 68)","(-2, 2, 1)",1.487121212121212,"beat3:pitches(57, 66, 69)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,1,7,11,"beat3:pitches(57, 66, 69)","(2, -2, -1)",2.5946969696969697,"beat0:pitches(59, 64, 68)",True,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,0,1,"beat0:pitches(60, 63, 68)","(0, 0, -1)",1.6295454545454544,"beat1:pitches(60, 63, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,1,2,"beat1:pitches(60, 63, 67)","(0, 1, 1)",1.571212121212121,"beat2:pitches(60, 64, 68)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,2,3,"beat2:pitches(60, 64, 68)","(0, 0, -1)",1.631060606060606,"beat3:pitches(60, 64, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,3,4,"beat3:pitches(60, 64, 67)","(-1, 0, 0)",1.7295454545454545,"beat0:pitches(59, 64, 67)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,4,6,"beat0:pitches(59, 64, 67)","(-2, 2, 2)",1.428787878787879,"beat1:pitches(57, 66, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,5,8,"beat1:pitches(57, 66, 69)","(0, -2, 0)",1.5651515151515152,"beat2:pitches(57, 64, 69)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,6,9,"beat2:pitches(57, 64, 69)","(-2, -1, 2)",1.4825757575757574,"beat3:pitches(55, 63, 71)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,2,7,11,"beat3:pitches(55, 63, 71)","(2, 2, 2)",2.4242424242424243,"beat0:pitches(57, 65, 73)",True,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,0,1,"beat0:pitches(60, 64, 68)","(2, 1, 1)",1.4545454545454544,"beat1:pitches(62, 65, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,1,2,"beat1:pitches(62, 65, 69)","(0, 0, 1)",1.628030303030303,"beat2:pitches(62, 65, 70)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,2,3,"beat2:pitches(62, 65, 70)","(0, 1, -1)",1.6696969696969697,"beat3:pitches(62, 66, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,3,4,"beat3:pitches(62, 66, 69)","(-2, -2, -1)",1.496212121212121,"beat0:pitches(60, 64, 68)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,4,6,"beat0:pitches(60, 64, 68)","(0, 1, 1)",1.5681818181818181,"beat1:pitches(60, 65, 69)",False,False,1,1
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,5,8,"beat1:pitches(60, 65, 69)","(0, -1, -2)",1.5143939393939394,"beat2:pitches(60, 64, 67)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,6,9,"beat2:pitches(60, 64, 67)","(-1, -1, 1)",1.6098484848484849,"beat3:pitches(59, 63, 68)",False,False,0,0
counterpoint_noisy_rate_full_tower_training_diagnostic_v001,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0-trainrep0,counterpoint_symbolic_n3_wide_20_108_span18_v001-p001_over_018-schema0,counterpoint_symbolic_n3_wide_20_108_span18_v001,p001_over_018,0,seed-7fe8666539580bdb,0,3,7,11,"beat3:pitches(59, 63, 68)","(0, 1, 0)",2.728030303030303,"beat0:pitches(59, 64, 68)",True,False,0,0
